1.000000000000000000e+00,6.654536002079541879e-02,8.318170002599427782e-04,1.351702625422406987e-03,1.247725500389914276e-03,1.039771250324928419e-03,1.663634000519885556e-03,2.807382375877306904e-03,3.223290876007278184e-03,1.559656875487392845e-03,3.327268001039771113e-03,2.391473875747335623e-03,1.039771250324928473e-04,7.278398752274499580e-04,7.278398752274499580e-04,8.318170002599427782e-04,8.318170002599427782e-04,1.975565375617364342e-03,2.391473875747335623e-03,1.455679750454899916e-03,3.431245126072264041e-03,3.743176501169742827e-03,5.198856251624642093e-04,1.767611125552378485e-03,1.559656875487392845e-03,2.079542500649856946e-04,1.039771250324928473e-04,1.039771250324928473e-04,2.287496750714842694e-03,1.351702625422406987e-03,1.871588250584871414e-03,2.079542500649856837e-03,1.455679750454899916e-03,2.807382375877306904e-03
6.680530283337665631e-02,1.000000000000000000e+00,1.247725500389914276e-03,1.039771250324928419e-03,7.278398752274499580e-04,5.198856251624642093e-04,1.247725500389914276e-03,2.287496750714842694e-03,2.079542500649856837e-03,9.357941252924357068e-04,2.599428125812321480e-03,1.975565375617364342e-03,4.159085001299713891e-04,4.159085001299713891e-04,7.278398752274499580e-04,9.357941252924357068e-04,9.357941252924357068e-04,1.975565375617364342e-03,1.767611125552378485e-03,7.278398752274499580e-04,2.703405250844813975e-03,2.495451000779828551e-03,5.198856251624642093e-04,1.559656875487392845e-03,4.159085001299713891e-04,1.039771250324928473e-04,7.278398752274499580e-04,6.238627501949571379e-04,2.183519625682349766e-03,1.247725500389914276e-03,1.247725500389914276e-03,1.143748375357421347e-03,6.238627501949571379e-04,2.079542500649856837e-03
2.183519625682349766e-03,2.079542500649856837e-03,1.000000000000000000e+00,1.133350662854172020e-01,8.968027034052508673e-02,1.793605406810501804e-02,1.091759812841174883e-02,3.379256563556017577e-03,3.639199376137249899e-03,1.091759812841174883e-02,7.278398752274499797e-03,6.758513127112035154e-03,0.000000000000000000e+00,4.159085001299713674e-03,4.678970626462178317e-03,8.838055627761891991e-03,7.798284377436963573e-03,1.559656875487392715e-02,6.758513127112035154e-03,6.498570314530802833e-03,8.578112815180659670e-03,1.065765531583051651e-02,8.318170002599427348e-03,8.318170002599427348e-03,3.119313750974785689e-03,4.159085001299713891e-04,5.198856251624642093e-04,4.159085001299713891e-04,1.663634000519885556e-03,1.039771250324928473e-04,0.000000000000000000e+00,1.975565375617364342e-03,3.119313750974785689e-04,2.287496750714842694e-03
1.559656875487392845e-03,1.039771250324928419e-03,1.050168962828177815e-01,1.000000000000000000e+00,1.528463737977645009e-01,2.287496750714842694e-02,1.091759812841174883e-02,9.617884065505588956e-03,6.498570314530802833e-03,2.651416688328567597e-02,1.221731219131791044e-02,1.455679750454899959e-02,1.819599688068624949e-03,4.419027813880945996e-03,5.458799064205874414e-03,1.091759812841174883e-02,8.058227190018196762e-03,1.221731219131791044e-02,1.273719781648037508e-02,1.715622563036131934e-02,1.377696906680530263e-02,1.663634000519885470e-02,1.221731219131791044e-02,3.899142188718481786e-03,3.899142188718481786e-03,1.143748375357421347e-03,2.183519625682349766e-03,2.183519625682349766e-03,2.079542500649856837e-03,9.357941252924357068e-04,1.871588250584871414e-03,1.767611125552378485e-03,1.767611125552378485e-03,1.351702625422406987e-03
3.743176501169742827e-03,1.767611125552378485e-03,9.903821159344944336e-02,1.648037431765011773e-01,1.000000000000000000e+00,1.767611125552378398e-02,1.377696906680530263e-02,1.065765531583051651e-02,1.221731219131791044e-02,2.651416688328567597e-02,2.391473875747335623e-02,2.417468157005458682e-02,2.339485313231089159e-03,2.599428125812321480e-03,3.509227969846633738e-02,1.481674031713023192e-02,5.978684689368339057e-03,5.718741876787106736e-03,9.617884065505588956e-03,1.663634000519885470e-02,2.495451000779828551e-02,2.625422407070444539e-02,1.429685469196776727e-02,6.498570314530802833e-03,5.718741876787106736e-03,1.663634000519885556e-03,1.143748375357421347e-03,1.143748375357421347e-03,2.703405250844813975e-03,6.238627501949571379e-04,1.247725500389914276e-03,4.263062126332206603e-03,1.559656875487392845e-03,2.287496750714842694e-03
1.039771250324928419e-03,7.278398752274499580e-04,1.689628281778008875e-02,2.547439563296075016e-02,1.689628281778008875e-02,1.000000000000000000e+00,1.117754094099298115e-02,7.278398752274499797e-03,4.938913439043410639e-03,1.039771250324928592e-02,5.458799064205874414e-03,5.978684689368339057e-03,4.938913439043410639e-03,3.639199376137249899e-03,4.678970626462178317e-03,2.859370938393553368e-03,1.169742656615544579e-02,1.377696906680530263e-02,6.238627501949571379e-03,5.458799064205874414e-03,4.159085001299713674e-03,4.678970626462178317e-03,4.159085001299713674e-03,1.299714062906160740e-03,5.718741876787106736e-03,4.886924876527164174e-03,2.079542500649856837e-03,2.079542500649856837e-03,2.287496750714842694e-03,1.663634000519885556e-03,2.599428125812321480e-03,6.238627501949571379e-04,1.039771250324928419e-03,5.198856251624642093e-04
1.559656875487392845e-03,1.143748375357421347e-03,8.838055627761891991e-03,9.877826878086821277e-03,8.318170002599427348e-03,7.278398752274499797e-03,1.000000000000000000e+00,7.018455939693267476e-02,3.717182219911619595e-02,2.807382375877306990e-02,4.678970626462178317e-03,4.678970626462178317e-03,1.065765531583051651e-02,1.143748375357421347e-02,1.325708344164283799e-02,1.091759812841174883e-02,2.183519625682349766e-02,2.079542500649857184e-02,1.715622563036131934e-02,1.767611125552378398e-02,4.938913439043410639e-03,1.767611125552378398e-02,1.819599688068624863e-02,1.299714062906160567e-02,8.318170002599427348e-03,1.767611125552378485e-03,1.871588250584871414e-03,1.767611125552378485e-03,2.183519625682349766e-03,1.559656875487392845e-03,9.357941252924357068e-04,1.975565375617364342e-03,1.039771250324928473e-04,1.559656875487392845e-03
2.079542500649856837e-03,1.455679750454899916e-03,3.379256563556017577e-03,1.065765531583051651e-02,1.481674031713023192e-02,6.238627501949571379e-03,7.980244346243826892e-02,1.000000000000000000e+00,8.474135690148167088e-02,3.769170782427865712e-02,1.533662594229269482e-02,1.793605406810501804e-02,1.273719781648037508e-02,1.195736937873667811e-02,1.351702625422407031e-02,7.538341564855732119e-03,1.923576813101117791e-02,2.079542500649857184e-02,2.807382375877306990e-02,2.911359500909799919e-02,1.273719781648037508e-02,2.391473875747335623e-02,1.793605406810501804e-02,1.091759812841174883e-02,1.273719781648037508e-02,1.933974525604367084e-02,8.318170002599427782e-04,8.318170002599427782e-04,3.119313750974785689e-04,1.559656875487392845e-03,2.599428125812321480e-03,4.055107876267221613e-03,2.391473875747335623e-03,9.357941252924357068e-04
3.431245126072264041e-03,2.183519625682349766e-03,4.419027813880945996e-03,9.097998440343124313e-03,1.247725500389914276e-02,5.198856251624642960e-03,4.159085001299714368e-02,7.850272939953210904e-02,1.000000000000000000e+00,1.455679750454899959e-02,9.617884065505588956e-03,1.351702625422407031e-02,4.159085001299713674e-03,8.578112815180659670e-03,1.039771250324928592e-02,2.599428125812321480e-03,6.758513127112035154e-03,1.377696906680530263e-02,1.195736937873667811e-02,9.877826878086821277e-03,7.798284377436963573e-03,1.169742656615544579e-02,1.143748375357421347e-02,5.458799064205874414e-03,7.798284377436963573e-03,2.599428125812321480e-03,1.351702625422406987e-03,1.351702625422406987e-03,1.039771250324928419e-03,1.351702625422406987e-03,1.767611125552378485e-03,2.495451000779828551e-03,8.318170002599427782e-04,1.767611125552378485e-03
1.351702625422406987e-03,9.357941252924357068e-04,6.758513127112035154e-03,2.573433844554198074e-02,2.027553938133610720e-02,9.617884065505588956e-03,2.729399532102937467e-02,3.327268001039770939e-02,1.351702625422407031e-02,1.000000000000000000e+00,5.640759033012737039e-02,5.510787626722121052e-02,1.897582531842994386e-02,2.157525344424226707e-02,2.157525344424226707e-02,2.105536781907980243e-02,2.937353782167922978e-02,2.911359500909799919e-02,2.755393813361060526e-02,2.573433844554198074e-02,4.626982063945932200e-02,7.720301533662594917e-02,3.535222251104756797e-02,2.391473875747335623e-02,1.611645438003639352e-02,1.018975825318430006e-02,1.767611125552378485e-03,1.663634000519885556e-03,2.079542500649856837e-03,1.039771250324928419e-03,9.357941252924357068e-04,1.039771250324928419e-03,1.039771250324928473e-04,1.559656875487392845e-03
