1.000000000000000000e+00,5.755102040816326703e-01,3.795918367346938771e-01,3.102040816326530684e-02,1.795918367346938799e-02,3.591836734693877597e-02,2.448979591836734568e-02,9.795918367346938271e-03,1.795918367346938799e-02,4.734693877551020280e-02
6.204081632653061229e-01,1.000000000000000000e+00,2.612244897959183909e-01,2.122448979591836857e-02,9.795918367346938271e-03,4.081632653061224164e-02,0.000000000000000000e+00,1.632653061224489943e-02,1.795918367346938799e-02,1.959183673469387654e-02
4.244897959183673297e-01,2.367346938775510279e-01,1.000000000000000000e+00,3.428571428571428742e-02,1.142857142857142856e-02,2.122448979591836857e-02,3.428571428571428742e-02,4.897959183673469136e-03,2.448979591836734568e-02,3.918367346938775309e-02
6.530612244897959773e-02,3.755102040816326453e-02,2.122448979591836857e-02,1.000000000000000000e+00,8.979591836734693300e-02,6.693877551020407934e-02,2.285714285714285712e-02,4.897959183673469136e-03,4.244897959183673714e-02,7.346938775510204744e-02
1.306122448979591885e-02,9.795918367346938271e-03,1.795918367346938799e-02,2.040816326530612082e-02,1.000000000000000000e+00,1.469387755102040741e-02,1.959183673469387654e-02,2.448979591836734568e-02,1.306122448979591885e-02,3.428571428571428742e-02
5.877551020408162963e-02,4.244897959183673714e-02,1.795918367346938799e-02,4.897959183673469136e-02,1.469387755102040741e-02,1.000000000000000000e+00,3.877551020408163129e-01,2.775510204081632626e-01,1.142857142857142821e-01,1.338775510204081587e-01
1.959183673469387654e-02,4.897959183673469136e-03,1.469387755102040741e-02,1.795918367346938799e-02,1.469387755102040741e-02,2.857142857142856984e-01,1.000000000000000000e+00,9.673469387755102566e-01,2.285714285714285712e-02,6.857142857142857484e-02
3.265306122448979713e-03,9.795918367346938271e-03,4.897959183673469136e-03,3.265306122448979713e-03,2.775510204081632626e-02,2.653061224489796088e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.612244897959183770e-02,8.163265306122448328e-02
3.265306122448979886e-02,1.469387755102040741e-02,1.959183673469387654e-02,2.938775510204081481e-02,8.163265306122449716e-03,6.857142857142857484e-02,5.224489795918367541e-02,2.285714285714285712e-02,1.000000000000000000e+00,1.044897959183673508e-01
4.734693877551020280e-02,2.122448979591836857e-02,1.795918367346938799e-02,3.755102040816326453e-02,3.265306122448979886e-02,8.163265306122448328e-02,7.510204081632652906e-02,7.510204081632652906e-02,8.489795918367347427e-02,1.000000000000000000e+00
